Timestamp,Wind Speed (m/s),Wind Direction (degrees),Temperature (°C),Air Pressure (hPa),Humidity (%),Turbine RPM,Power Output (kW),Theoretical Power Curve (kWh),Active Power (kWh)
01-01-2023 00:00,10.61442273,94.21404614,20.73981452,1012.412848,77.62143392,232.1183627,0.382518568,383.2290946,382.518568
01-01-2023 01:00,23.86642905,88.91236767,31.24445482,988.6193181,74.98264035,517.0556956,1.368007328,1500,1368.007328
01-01-2023 02:00,18.83586066,326.251649,29.20724184,1023.619728,27.66033589,393.307266,1.404524208,1500,1404.524208
01-01-2023 03:00,15.76914514,89.83663195,1.925495711,1010.655812,93.80579239,363.263284,1.524077853,1500,1524.077853
01-01-2023 04:00,5.58842873,97.90190141,1.716226138,987.8601942,65.47777617,125.0864754,0.01474257,15.05414711,14.74256959
01-01-2023 05:00,5.587873968,273.3833745,7.067846549,1028.116903,49.09804169,135.9446195,0.015634143,15.04446979,15.63414319
01-01-2023 06:00,3.33592308,161.9063433,11.24836269,1005.918273,80.52308668,67.25403705,3.17E-05,0.032905391,0.031731086
01-01-2023 07:00,21.92205135,279.6158005,13.38050116,983.6449226,40.58923667,509.0155559,1.545707782,1500,1545.707782
01-01-2023 08:00,15.82564527,23.53181672,25.58637476,1011.341645,75.48078696,376.883697,1.451014973,1500,1451.014973
01-01-2023 09:00,18.28566929,175.5256297,-2.449380553,992.6599454,23.17689661,435.151987,1.570330863,1500,1570.330863
01-01-2023 10:00,2.473443369,12.10089607,-3.43972831,1020.184673,87.15264301,60.42713627,0,0,0
01-01-2023 11:00,24.3079266,22.55515324,12.63597533,1020.891104,55.85366776,574.7650255,1.424055759,1500,1424.055759
01-01-2023 12:00,21.14618074,326.3174832,26.37236615,1028.947368,70.93543315,521.021811,1.549332826,1500,1549.332826
01-01-2023 13:00,6.883799546,50.1283336,3.704590433,1005.093477,37.69902558,149.1256977,0.052233401,50.85315949,52.233401
01-01-2023 14:00,6.181974246,191.6714456,23.86770166,1002.747844,74.16589701,139.1936232,0.026053612,27.96646031,26.05361203
01-01-2023 15:00,6.218303727,147.9944169,6.692266207,1017.67378,81.77922207,124.8038326,0.028751415,28.93534103,28.75141528
01-01-2023 16:00,8.997571588,125.0435975,34.8738749,986.6235328,57.85705495,180.2644387,0.170586895,187.2724285,170.5868947
01-01-2023 17:00,14.06939793,323.9400044,35.30604749,1007.345776,69.41815392,298.2801434,1.20741894,1177.387771,1207.41894
01-01-2023 18:00,11.93473543,7.856422839,8.377924193,1007.31238,56.50607391,244.7102447,0.573441201,619.1453444,573.4412006
01-01-2023 19:00,8.698270225,238.964287,5.349718928,984.4736561,91.52730954,185.2823485,0.1462564,160.6115017,146.2563999
01-01-2023 20:00,16.07261658,346.8219963,13.50867874,1000.899204,59.82953444,335.6800765,1.440049296,1500,1440.049296
01-01-2023 21:00,5.208358795,201.660546,5.823921333,1022.66424,87.34469672,104.9098885,0.009222961,9.348812002,9.222961293
01-01-2023 22:00,8.719326916,337.2560863,25.25727295,1022.807681,84.10816466,214.0291389,0.166984339,162.3986017,166.9843393
01-01-2023 23:00,10.4263224,18.81283654,32.1729108,984.9618832,52.84038571,208.955133,0.371926585,355.5239957,371.9265855
02-01-2023 00:00,12.48960964,150.7655949,25.28914589,984.5360441,38.40675935,295.759086,0.716531794,741.809796,716.531794
02-01-2023 01:00,20.05904711,93.65680475,32.09577013,993.1347739,52.4865706,416.4406504,1.363600558,1500,1363.600558
02-01-2023 02:00,6.59249699,263.0955474,12.8646473,1023.738303,86.09739006,161.919295,0.040745053,40.2473008,40.74505273
02-01-2023 03:00,13.82739208,353.2669526,2.034263682,986.4451293,38.21060287,338.2730392,1.085067019,1101.841466,1085.067019
02-01-2023 04:00,15.62553508,92.35082248,28.20779263,1015.99984,61.95490767,363.5984782,1.450775553,1500,1450.775553
02-01-2023 05:00,3.068359493,235.5028565,11.22135273,985.058281,84.48773984,71.68047003,2.62E-07,0.000277296,0.00026243
02-01-2023 06:00,15.97353159,71.31514779,25.20718714,1011.156893,48.27819801,319.8970566,1.463039669,1500,1463.039669
02-01-2023 07:00,5.922054845,203.5188916,7.178977389,997.803365,71.37677096,147.603414,0.020592196,21.65771379,20.5921963
02-01-2023 08:00,3.496186639,167.0156952,-1.344666434,1019.445698,39.65052592,85.26906587,0.00010748,0.106043174,0.107480248
02-01-2023 09:00,23.82436736,349.9219187,39.6661808,991.6845224,28.74235563,583.1140449,1.472376082,1500,1472.376082
02-01-2023 10:00,24.20953676,219.0698182,2.029067857,1011.960091,83.55073801,563.9907595,1.547290749,1500,1547.290749
02-01-2023 11:00,20.59313901,125.822294,39.47894473,991.7841267,27.91748987,447.3640059,1.472297381,1500,1472.297381
02-01-2023 12:00,9.006116691,41.07448256,38.97759697,1015.683014,41.71051161,220.3638539,0.175988268,188.0740246,175.9882678
02-01-2023 13:00,4.246458622,54.44885834,30.72181468,1023.683902,88.40875376,91.11874531,0.001727556,1.68105189,1.727556143
02-01-2023 14:00,17.73735961,81.11409478,24.67403329,986.34009,47.71754297,404.6522772,1.475374285,1500,1475.374285
02-01-2023 15:00,12.12350736,90.34799808,21.00131726,1023.329784,97.84362796,248.515593,0.613754773,659.2239855,613.754773
02-01-2023 16:00,4.806879401,306.2217808,33.97456954,1009.678763,98.37874678,118.2962357,0.005087616,5.120767074,5.087616106
02-01-2023 17:00,13.38906893,202.0402038,8.024778473,986.3555245,41.46208164,277.2053055,0.928260435,973.3687621,928.2604346
02-01-2023 18:00,2.790935986,188.4207281,16.04565456,1001.377093,23.27825778,58.95708265,0,0,0
02-01-2023 19:00,22.91436925,41.31679387,22.87254862,988.0430147,76.40506274,522.2338459,1.451992441,1500,1451.992441
02-01-2023 20:00,7.951939577,309.6502896,13.50357141,1015.017394,56.07892021,189.4188984,0.106353099,105.4079899,106.3530994
02-01-2023 21:00,17.23801254,260.2131492,14.23689043,1017.943407,28.06022752,398.1421787,1.371495647,1500,1371.495647
02-01-2023 22:00,9.16935475,24.36061028,9.862810038,985.289826,76.60182552,194.029686,0.195554637,203.8293653,195.5546375
02-01-2023 23:00,13.96156449,254.820635,20.39043175,1005.306993,22.49399273,279.2971215,1.197604632,1143.313023,1197.604632
03-01-2023 00:00,14.57433642,195.6737582,33.27585376,1020.731253,89.61573524,346.6615649,1.374598905,1345.971381,1374.598905
03-01-2023 01:00,6.251652477,29.42112447,4.06877701,1026.808152,31.09220233,155.8289186,0.027575773,29.84419661,27.57577266
03-01-2023 02:00,24.30044644,164.988231,37.04948674,1005.675893,30.1849503,584.4151808,1.412496911,1500,1412.496911
03-01-2023 03:00,19.82805494,174.4906634,26.00894442,1027.513961,34.05378384,442.1861093,1.424208557,1500,1424.208557
03-01-2023 04:00,23.60847566,59.67883446,32.04729457,1006.784449,96.82130868,578.8523501,1.496332251,1500,1496.332251
03-01-2023 05:00,22.58102906,340.4513329,20.02858117,999.7095247,75.45354882,497.8944923,1.520323821,1500,1520.323821
03-01-2023 06:00,15.75169951,305.9911337,30.07825156,1022.410156,84.10972284,356.37701,1.518643487,1500,1518.643487
03-01-2023 07:00,23.20310741,240.8480414,-4.27098212,1004.649136,51.81079886,519.4166143,1.464721663,1500,1464.721663
03-01-2023 08:00,4.035327547,166.426402,31.82711912,1003.595126,46.9050182,89.73809566,0.000984173,0.963342742,0.984173179
03-01-2023 09:00,6.507605836,148.235595,-3.193751341,1004.515624,38.75872054,155.3752966,0.036170949,37.46104367,36.17094948
03-01-2023 10:00,3.040227645,234.3504482,35.04610194,1022.33925,58.45184226,68.81203987,5.19E-08,5.65E-05,5.19E-05
03-01-2023 11:00,9.482597608,196.355473,39.63832363,1021.597077,64.14629868,204.6684573,0.232854041,236.4801623,232.8540408
03-01-2023 12:00,10.93957766,22.41831812,8.233035798,1000.176,70.54198749,232.9122599,0.45306402,434.449923,453.0640202
03-01-2023 13:00,8.241027731,184.5009536,4.464335033,996.664993,40.56948032,166.375938,0.12733546,124.9674459,127.33546
03-01-2023 14:00,21.06096271,290.3053022,29.44135137,1004.596401,95.89232647,482.632512,1.480207646,1500,1480.207646
03-01-2023 15:00,10.20532651,165.3263559,6.386185341,1008.638625,33.58067986,215.8406869,0.323752223,324.7196115,323.7522227
03-01-2023 16:00,8.461493723,18.70436792,33.95030724,991.9168605,97.25225398,175.4970457,0.147008197,141.4105585,147.008197
03-01-2023 17:00,14.48200991,283.0601518,-0.372083353,1019.697754,21.1884898,336.9840583,1.267043601,1314.017876,1267.043601
03-01-2023 18:00,5.241257174,72.49096157,0.667983837,1004.324138,58.49005535,122.677108,0.009281394,9.772880745,9.28139398
03-01-2023 19:00,20.45053056,93.10350056,39.06181998,996.7022774,46.66942705,485.9204442,1.569879352,1500,1569.879352
03-01-2023 20:00,3.714664805,59.29428724,25.32275042,985.3410496,55.92987311,83.64639296,0.000326203,0.316850725,0.32620304
03-01-2023 21:00,24.69839954,118.8774234,33.1099251,991.942258,65.65316632,604.3765801,1.422684807,1500,1422.684807
